Name,First Name,Last Name,Sex,SSN,DOB,Birthday,Age,Zip,Education,Marital Status,Occupation,Salary
Marc Barrett,Marc,Barrett,Male,479-68-0213,09/03/84,09/03,40,94990,Bachelors degree,Married,Youth worker,50k to 100k
James Russo,James,Russo,Male,671-34-1217,02/24/77,02/24,47,30500,Associate degree,Married,Audiological scientist,50k to 100k
Nathaniel Davis,Nathaniel,Davis,Male,110-02-4884,10/31/92,10/31,31,42388,Bachelors degree,Separated,Firefighter,25k to 50k
Mary Beltran,Mary,Beltran,Female,480-34-5601,02/28/74,02/28,50,43922,High school/GED,Married,Marine scientist,25k to 50k
Justin Atkinson,Justin,Atkinson,Male,446-31-8426,05/26/99,05/26,25,50153,No degree,Divorce,Medical secretary,Under 25k
Kimberly Mcneil,Kimberly,Mcneil,Female,239-82-2936,12/25/93,12/25,30,18685,Some college,Never married,Art therapist,Under 25k
Karen Jones,Karen,Jones,Female,891-58-2367,03/30/67,03/30,57,30082,High school/GED,Divorce,Contractor,100k to 200k
Wendy Kim,Wendy,Kim,Female,528-49-1593,10/05/98,10/05,25,52787,Bachelors degree,Never married,Architect,50k to 100k
Edward Johnson,Edward,Johnson,Male,599-03-2097,09/07/00,09/07,24,78671,Bachelors degree,Never married,Dramatherapist,50k to 100k
Timothy Carey,Timothy,Carey,Male,702-16-8473,07/11/68,07/11,56,38248,No degree,Never married,Management consultant,Over 200k
Scott Fowler,Scott,Fowler,Male,395-20-0451,07/29/79,07/29,45,68721,Associate degree,Never married,Surveyor/ building control,25k to 50k
James Harvey,James,Harvey,Male,090-88-6729,05/30/87,05/30,37,22975,Bachelors degree,Separated,Patent examiner,100k to 200k
Paul Wyatt,Paul,Wyatt,Male,658-81-8439,01/20/62,01/20,62,08152,Bachelors degree,Never married,Therapist/ art,25k to 50k
Tara Brown,Tara,Brown,Female,183-31-7801,12/06/92,12/06,31,33781,Some college,Married,Human resources officer,100k to 200k
Thomas Kline,Thomas,Kline,Male,422-48-8212,11/03/64,11/03,59,81370,High school/GED,Married,Theatre stage manager,50k to 100k
Chelsea Olson,Chelsea,Olson,Female,757-43-9500,09/06/79,09/06,45,93169,High school/GED,Never married,Engineer/ manufacturing systems,100k to 200k
Anthony Ramirez,Anthony,Ramirez,Male,823-21-1014,05/07/82,05/07,42,25421,High school/GED,Never married,Dance movement psychotherapist,Under 25k
Jose Warren,Jose,Warren,Male,859-32-2756,09/16/97,09/16,26,83318,High school/GED,Never married,Dietitian,Over 200k
Erika Holmes,Erika,Holmes,Female,690-71-3301,07/26/75,07/26,49,27748,Bachelors degree,Never married,Counsellor,50k to 100k
Jennifer Glass,Jennifer,Glass,Female,612-34-8806,05/14/83,05/14,41,99593,High school/GED,Married,Radiographer/ diagnostic,100k to 200k
Olivia Massey,Olivia,Massey,Female,291-36-2971,01/05/71,01/05,53,92863,Masters degree,Married,Politician's assistant,100k to 200k
Rachael Scott,Rachael,Scott,Female,148-27-4400,08/05/00,08/05,24,35800,Bachelors degree,Married,Newspaper journalist,100k to 200k
Susan Vazquez,Susan,Vazquez,Female,528-54-2478,06/21/78,06/21,46,18639,Bachelors degree,Never married,Building surveyor,100k to 200k
Jeffery Greene,Jeffery,Greene,Male,814-67-4726,03/20/02,03/20,22,78993,High school/GED,Married,Museum education officer,50k to 100k
Connie Anderson,Connie,Anderson,Female,309-35-2245,06/21/84,06/21,40,83979,Masters degree,Never married,IT technical support officer,50k to 100k
Suzanne Mclean,Suzanne,Mclean,Female,191-27-9321,10/16/96,10/16,27,10698,Masters degree,Divorce,Manufacturing systems engineer,Under 25k
Anna Bell,Anna,Bell,Female,562-57-5344,02/26/96,02/26,28,85584,Masters degree,Married,Management consultant,50k to 100k
Dylan Smith,Dylan,Smith,Male,688-65-8364,09/13/88,09/13,36,86862,High school/GED,Married,Chemist/ analytical,100k to 200k
Sarah Raymond,Sarah,Raymond,Female,475-88-6601,07/31/63,07/31,61,85365,Bachelors degree,Married,Conservator/ museum/gallery,Under 25k
Vincent Gardner,Vincent,Gardner,Male,297-46-1943,10/27/04,10/27,19,05717,High school/GED,Married,Veterinary surgeon,25k to 50k
Samantha Phillips,Samantha,Phillips,Female,274-73-7427,07/21/66,07/21,58,81371,High school/GED,Married,Garment/textile technologist,50k to 100k
Julia French,Julia,French,Female,544-51-4405,04/20/77,04/20,47,12183,Masters degree,Married,Architectural technologist,50k to 100k
Amy Turner,Amy,Turner,Female,662-24-0219,09/16/59,09/16,64,31885,Some college,Married,Exercise physiologist,50k to 100k
Erik Miller,Erik,Miller,Male,355-65-7399,06/16/75,06/16,49,98435,Bachelors degree,Married,Electronics engineer,100k to 200k
Billy Hardy,Billy,Hardy,Male,887-96-1303,06/02/05,06/02,19,89615,High school/GED,Married,Hospital pharmacist,50k to 100k
Paul Wallace,Paul,Wallace,Male,376-78-5561,11/19/74,11/19,49,96735,Some college,Married,Technical brewer,50k to 100k
Sarah Grant,Sarah,Grant,Female,724-50-8674,07/21/79,07/21,45,92899,High school/GED,Never married,Geologist/ wellsite,25k to 50k
Elizabeth Welch,Elizabeth,Welch,Female,173-46-2998,10/04/71,10/04,52,68061,Some college,Married,Copywriter/ advertising,25k to 50k
Crystal Cole,Crystal,Cole,Female,043-70-0316,02/10/90,02/10,34,44040,Some college,Married,Therapist/ nutritional,50k to 100k
Robert Torres,Robert,Torres,Male,450-69-6945,02/06/87,02/06,37,86089,No degree,Never married,Archivist,50k to 100k
Kimberly Stokes,Kimberly,Stokes,Female,754-99-2402,04/30/81,04/30,43,20208,Bachelors degree,Never married,Production assistant/ radio,100k to 200k
Victoria Steele,Victoria,Steele,Female,472-51-1298,04/24/72,04/24,52,09776,Bachelors degree,Married,Senior tax professional/tax inspector,50k to 100k
Dwayne Edwards,Dwayne,Edwards,Male,543-11-0250,10/27/82,10/27,41,27374,High school/GED,Never married,Software engineer,50k to 100k
Maria Hall,Maria,Hall,Female,101-70-7101,04/06/94,04/06,30,51829,Masters degree,Married,Warden/ranger,100k to 200k
Joseph Ross,Joseph,Ross,Male,242-93-3179,10/19/04,10/19,19,05914,Bachelors degree,Divorce,Science writer,100k to 200k
Paul Graham,Paul,Graham,Male,593-71-5195,07/04/06,07/04,18,90354,High school/GED,Divorce,Conservation officer/ nature,100k to 200k
Nicholas James,Nicholas,James,Male,893-76-5234,09/10/94,09/10,30,88138,No degree,Married,Designer/ fashion/clothing,50k to 100k
Troy Pennington,Troy,Pennington,Male,264-41-4456,01/21/97,01/21,27,80279,High school/GED,Never married,Logistics and distribution manager,50k to 100k
Laura Gallagher,Laura,Gallagher,Female,370-62-3552,03/14/93,03/14,31,03041,High school/GED,Never married,Production engineer,100k to 200k
Jeffrey Jones,Jeffrey,Jones,Male,153-46-4094,11/02/89,11/02,34,40112,Bachelors degree,Married,Secretary/administrator,25k to 50k
Jennifer Norton,Jennifer,Norton,Female,140-93-0085,03/21/73,03/21,51,62167,No degree,Never married,Medical technical officer,25k to 50k
Tracy Hodges,Tracy,Hodges,Female,135-46-4194,06/20/70,06/20,54,13385,High school/GED,Married,Chief Technology Officer,Under 25k
Ricky Woods,Ricky,Woods,Male,310-73-7361,12/26/96,12/26,27,64740,High school/GED,Divorce,Counsellor,50k to 100k
Mario Castaneda,Mario,Castaneda,Male,306-79-0086,02/23/80,02/23,44,67106,High school/GED,Widowed,Sales professional/ IT,25k to 50k
Laurie Snyder,Laurie,Snyder,Female,407-44-4198,05/10/76,05/10,48,92661,High school/GED,Never married,Careers information officer,50k to 100k
Ronald Thompson,Ronald,Thompson,Male,853-98-2942,02/07/84,02/07,40,77123,Some college,Never married,Exhibitions officer/ museum/gallery,50k to 100k
Maureen Campbell,Maureen,Campbell,Female,860-84-6310,01/06/68,01/06,56,39945,Some college,Never married,Producer/ television/film/video,50k to 100k
William Thompson,William,Thompson,Male,024-71-5835,11/30/61,11/30,62,65686,High school/GED,Married,Multimedia specialist,Over 200k
Stephanie Ayala,Stephanie,Ayala,Female,028-58-3168,03/17/00,03/17,24,47434,Bachelors degree,Never married,Solicitor,Under 25k
Charles Gates,Charles,Gates,Male,758-22-0651,09/30/68,09/30,55,46275,Bachelors degree,Widowed,Herpetologist,Under 25k
Christopher Phillips,Christopher,Phillips,Male,280-17-0967,07/02/73,07/02,51,41723,High school/GED,Never married,Psychologist/ forensic,Under 25k
Dawn Ibarra,Dawn,Ibarra,Female,749-87-6983,02/01/79,02/01,45,66516,Some college,Never married,Engineer/ petroleum,50k to 100k
Yvonne Rivas,Yvonne,Rivas,Female,648-82-1583,09/21/59,09/21,64,46625,Some college,Never married,Building control surveyor,100k to 200k
Kevin Brown,Kevin,Brown,Male,502-79-9656,09/18/02,09/18,21,21982,Doctorate,Never married,Magazine journalist,50k to 100k
Dawn Coleman,Dawn,Coleman,Female,218-55-1988,02/11/95,02/11,29,93971,Bachelors degree,Never married,Psychologist/ forensic,50k to 100k
Hannah Nelson,Hannah,Nelson,Female,136-79-7996,02/25/83,02/25,41,13183,Some college,Married,Video editor,50k to 100k
Justin Padilla,Justin,Padilla,Male,698-08-9731,07/13/74,07/13,50,93728,Associate degree,Never married,Engineer/ civil (contracting),25k to 50k
Marisa Valencia,Marisa,Valencia,Female,093-10-2654,08/29/70,08/29,54,63936,High school/GED,Married,Osteopath,Under 25k
Nathaniel Oneill,Nathaniel,Oneill,Male,866-39-9823,10/27/63,10/27,60,66152,No degree,Never married,Research officer/ political party,100k to 200k
Justin Herring,Justin,Herring,Male,507-79-3684,10/16/72,10/16,51,51547,High school/GED,Married,Psychotherapist,50k to 100k
John Walker,John,Walker,Male,640-67-3171,11/28/82,11/28,41,47055,Some college,Never married,Programme researcher/ broadcasting/film/video,Over 200k
Yolanda Davis,Yolanda,Davis,Female,587-04-6483,10/01/87,10/01,36,10371,Some college,Divorce,Theatre manager,100k to 200k
Kevin Munoz,Kevin,Munoz,Male,827-75-9833,11/13/75,11/13,48,67314,Bachelors degree,Widowed,Product/process development scientist,Under 25k
Dawn Smith,Dawn,Smith,Female,802-22-1014,07/12/77,07/12,47,09798,Bachelors degree,Separated,Hydrologist,100k to 200k
Mandy Rodriguez,Mandy,Rodriguez,Female,846-39-5285,01/17/76,01/17,48,43461,Bachelors degree,Never married,Production engineer,Under 25k
Kristina Hubbard,Kristina,Hubbard,Female,629-19-4707,12/13/68,12/13,55,05001,Masters degree,Married,Advertising account executive,100k to 200k
Stephanie Moran,Stephanie,Moran,Female,245-19-5759,03/15/89,03/15,35,01932,High school/GED,Married,Recycling officer,25k to 50k
Nicholas Bentley,Nicholas,Bentley,Male,497-10-4782,08/01/69,08/01,55,76718,High school/GED,Never married,Fitness centre manager,100k to 200k
Catherine West,Catherine,West,Female,849-44-6299,04/28/98,04/28,26,09617,High school/GED,Widowed,Forensic psychologist,Over 200k
Erin Sanchez,Erin,Sanchez,Female,199-55-8921,01/22/75,01/22,49,67078,Some college,Widowed,Lobbyist,Under 25k
Michelle Hardy,Michelle,Hardy,Female,478-55-0527,05/07/62,05/07,62,60974,Masters degree,Never married,Clinical biochemist,100k to 200k
Lisa Reed,Lisa,Reed,Female,337-56-4508,02/25/94,02/25,30,57620,Associate degree,Divorce,Programme researcher/ broadcasting/film/video,100k to 200k
William Greene,William,Greene,Male,739-65-0165,09/10/93,09/10,31,06081,High school/GED,Married,Media buyer,100k to 200k
Katie Reyes,Katie,Reyes,Female,778-76-1989,04/22/02,04/22,22,13428,High school/GED,Never married,Sports therapist,50k to 100k
Jamie Shaw,Jamie,Shaw,Female,182-93-8296,07/27/06,07/27,18,33840,Bachelors degree,Married,Careers information officer,25k to 50k
Kimberly Hodge,Kimberly,Hodge,Female,462-55-5387,12/03/62,12/03,61,18819,Bachelors degree,Never married,Marketing executive,50k to 100k
Kelly Parker,Kelly,Parker,Female,633-99-1391,12/05/86,12/05,37,48114,Some college,Married,Engineer/ water,Over 200k
Heather Garcia,Heather,Garcia,Female,246-77-8336,07/31/90,07/31,34,34870,Associate degree,Divorce,Chemist/ analytical,50k to 100k
Andrew Bailey,Andrew,Bailey,Male,518-52-6549,01/11/72,01/11,52,47713,Masters degree,Never married,Sound technician/ broadcasting/film/video,100k to 200k
Melissa Nelson,Melissa,Nelson,Female,791-84-1508,03/11/73,03/11,51,64868,Some college,Never married,Veterinary surgeon,25k to 50k
Laura Dean,Laura,Dean,Female,083-31-2982,12/31/60,12/31,63,38612,Masters degree,Never married,Commercial/residential surveyor,100k to 200k
Kimberly Wolfe,Kimberly,Wolfe,Female,797-93-7308,02/26/99,02/26,25,63630,No degree,Never married,Ecologist,50k to 100k
Amy Schneider,Amy,Schneider,Female,327-60-2295,06/22/97,06/22,27,18208,Bachelors degree,Divorce,Radio broadcast assistant,Over 200k
Christopher Kelly,Christopher,Kelly,Male,029-10-5472,06/18/77,06/18,47,88222,High school/GED,Never married,Arts administrator,Over 200k
Michael Cline,Michael,Cline,Male,353-11-2098,10/09/96,10/09,27,18809,No degree,Married,Computer games developer,100k to 200k
Stephanie Charles,Stephanie,Charles,Female,570-40-9592,05/05/72,05/05,52,71135,Bachelors degree,Widowed,Surveyor/ building,25k to 50k
Laurie Williams,Laurie,Williams,Female,493-18-8967,08/08/65,08/08,59,85378,High school/GED,Never married,Journalist/ newspaper,25k to 50k
Melanie Ross,Melanie,Ross,Female,245-21-9733,11/20/65,11/20,58,04010,Associate degree,Never married,Administrator/ local government,50k to 100k
Leah Pope,Leah,Pope,Female,146-65-8618,07/21/71,07/21,53,61805,Some college,Married,Magazine journalist,Over 200k
Stephanie Gill,Stephanie,Gill,Female,018-02-7561,02/25/64,02/25,60,90355,Masters degree,Married,Psychologist/ counselling,100k to 200k
Brittany Farrell,Brittany,Farrell,Female,122-08-3936,07/22/91,07/22,33,88385,Bachelors degree,Married,Teacher/ secondary school,25k to 50k
Gail Hood,Gail,Hood,Female,721-34-5115,04/30/92,04/30,32,79751,Some college,Never married,Transport planner,Under 25k
Brandon Roman,Brandon,Roman,Male,345-83-9259,02/13/89,02/13,35,30163,Bachelors degree,Divorce,Museum/gallery conservator,50k to 100k
April Adkins,April,Adkins,Female,740-21-3134,06/29/66,06/29,58,37814,Masters degree,Widowed,Commercial art gallery manager,25k to 50k
Anthony Mckinney,Anthony,Mckinney,Male,349-39-5710,06/29/81,06/29,43,84777,Bachelors degree,Married,Designer/ fashion/clothing,50k to 100k
Edward Nguyen,Edward,Nguyen,Male,832-51-1929,03/12/76,03/12,48,37220,Some college,Widowed,Acupuncturist,Under 25k
Bridget Lang,Bridget,Lang,Female,723-71-3735,08/11/68,08/11,56,25755,No degree,Never married,Psychiatrist,Over 200k
Ronnie Nguyen,Ronnie,Nguyen,Male,009-63-5410,01/20/71,01/20,53,81418,High school/GED,Married,Minerals surveyor,25k to 50k
Kimberly Pratt,Kimberly,Pratt,Female,542-66-2987,08/06/82,08/06,42,59520,Some college,Never married,Production assistant/ radio,Over 200k
Amanda Bowers,Amanda,Bowers,Female,381-11-6944,05/12/83,05/12,41,80488,Some college,Never married,Stage manager,50k to 100k
Jose Parker,Jose,Parker,Male,613-56-2239,01/20/80,01/20,44,90061,High school/GED,Never married,Scientist/ biomedical,100k to 200k
Rebecca Howell,Rebecca,Howell,Female,574-28-7447,04/18/65,04/18,59,23380,Masters degree,Married,Conservator/ museum/gallery,50k to 100k
Eric Ward,Eric,Ward,Male,073-50-8655,04/01/03,04/01,21,04901,High school/GED,Married,Surveyor/ building,50k to 100k
Kevin Velasquez,Kevin,Velasquez,Male,695-31-1668,09/06/69,09/06,55,37860,High school/GED,Married,Engineer/ site,Under 25k
Jason Hinton,Jason,Hinton,Male,410-96-6155,08/22/81,08/22,43,55032,Bachelors degree,Divorce,Restaurant manager,50k to 100k
Mary Turner,Mary,Turner,Female,350-94-4168,10/27/89,10/27,34,66441,Some college,Married,Psychologist/ occupational,100k to 200k
Suzanne Moore,Suzanne,Moore,Female,662-48-1955,05/13/83,05/13,41,51706,Professional degree,Married,Engineer/ control and instrumentation,Over 200k
Daniel Perez,Daniel,Perez,Male,461-77-2506,05/03/77,05/03,47,54432,No degree,Never married,Child psychotherapist,50k to 100k
Kathy Mcknight,Kathy,Mcknight,Female,045-34-1442,10/04/87,10/04,36,22560,Masters degree,Married,Museum/gallery curator,50k to 100k
Jacob Warren,Jacob,Warren,Male,731-05-3983,10/12/00,10/12,23,21522,Bachelors degree,Never married,Market researcher,100k to 200k
Michael Santana,Michael,Santana,Male,062-29-0111,03/28/05,03/28,19,60035,Associate degree,Married,Quantity surveyor,100k to 200k
Kevin Mitchell,Kevin,Mitchell,Male,221-87-5881,01/12/71,01/12,53,49528,Some college,Married,Contracting civil engineer,50k to 100k
Steven Powell,Steven,Powell,Male,326-34-7573,11/08/62,11/08,61,55638,Masters degree,Never married,Town planner,Over 200k
Ronald Joyce,Ronald,Joyce,Male,350-09-3612,04/17/01,04/17,23,99263,Masters degree,Married,Government social research officer,25k to 50k
Kimberly Wright,Kimberly,Wright,Female,872-65-9531,11/30/76,11/30,47,52436,Masters degree,Married,Bookseller,50k to 100k
Richard Shaw,Richard,Shaw,Male,872-65-6358,04/08/70,04/08,54,29941,Some college,Married,Tax inspector,Under 25k
Curtis Martin,Curtis,Martin,Male,659-65-8387,04/13/78,04/13,46,31718,Some college,Never married,Ergonomist,50k to 100k
Elizabeth Collins,Elizabeth,Collins,Female,382-31-8955,12/19/65,12/19,58,31525,High school/GED,Married,Surveyor/ building,50k to 100k
Alyssa Wagner,Alyssa,Wagner,Female,795-31-6636,06/08/77,06/08,47,75476,Bachelors degree,Divorce,Immunologist,50k to 100k
Robert Miller,Robert,Miller,Male,101-87-0841,04/01/99,04/01,25,85966,Masters degree,Never married,Child psychotherapist,50k to 100k
Heidi Martinez,Heidi,Martinez,Female,434-26-3193,08/11/89,08/11,35,18286,Some college,Never married,Academic librarian,100k to 200k
Rodney Graves,Rodney,Graves,Male,683-63-4902,12/29/81,12/29,42,14113,High school/GED,Widowed,Lecturer/ higher education,50k to 100k
Anthony Morris,Anthony,Morris,Male,199-25-8368,12/05/70,12/05,53,46218,No degree,Never married,Outdoor activities/education manager,100k to 200k
Ashley Peterson,Ashley,Peterson,Female,701-80-0131,10/04/97,10/04,26,19310,Doctorate,Never married,Museum/gallery conservator,100k to 200k
Maria Olsen,Maria,Olsen,Female,044-24-6074,08/23/84,08/23,40,17394,High school/GED,Never married,Occupational therapist,Over 200k
Kyle Curtis,Kyle,Curtis,Male,667-06-0605,05/29/01,05/29,23,94588,Bachelors degree,Married,Pensions consultant,50k to 100k
Tyler Clarke,Tyler,Clarke,Male,521-84-7527,02/01/98,02/01,26,43094,Some college,Never married,Ship broker,100k to 200k
Jamie Martin,Jamie,Martin,Female,445-39-2338,03/07/87,03/07,37,87149,Associate degree,Married,Editor/ magazine features,Under 25k
Jeffrey Davis,Jeffrey,Davis,Male,743-36-4987,03/20/97,03/20,27,29639,High school/GED,Married,Education officer/ community,100k to 200k
Casey Ortiz,Casey,Ortiz,Male,607-10-7422,11/15/85,11/15,38,37576,No degree,Never married,Camera operator,50k to 100k
Troy Wright,Troy,Wright,Male,044-64-3068,04/27/96,04/27,28,74839,High school/GED,Never married,Hydrographic surveyor,25k to 50k
Timothy Williamson,Timothy,Williamson,Male,244-70-7056,01/12/91,01/12,33,15871,High school/GED,Married,Architect,50k to 100k
Jonathan Davidson,Jonathan,Davidson,Male,772-52-6143,08/03/05,08/03,19,34374,High school/GED,Widowed,Agricultural engineer,100k to 200k
Carol Hill,Carol,Hill,Female,830-14-1114,10/18/78,10/18,45,74480,No degree,Married,Chief Financial Officer,50k to 100k
